N,P,K,Temperature,Humidity,Rainfall,SoilType,Region,Season,CropType,CropName,Area,FertilizerUsed,IrrigationType,PesticideUsage,SeedQuality,Production,Yield
48.6,143.2,68.9,34.4,73.1,465.7,Chalky,Tamil Nadu,Summer,Vegetable,Tomato,9.414,179.8,Rainfed,0.754,Low,125.865,13.37
55.9,21.7,13.6,32.6,33.9,763.7,Peaty,Punjab,Rabi,Cereal,Barley,3.542,2.8,Drip,5.345,High,5.405,1.526
113.2,14.7,162.5,29.8,91.6,322.9,Sandy,Odisha,Rabi,Cereal,Maize,5.488,173.1,Canal,4.915,Medium,26.09,4.754
63.5,92.2,129.1,19.6,72.1,930.6,Sandy,Karnataka,Rabi,Vegetable,Tomato,1.281,255.8,Canal,1.588,Low,24.668,19.257
248.5,51.0,264.3,23.1,91.2,451.8,Peaty,Bihar,Summer,Pulse,Masoor,5.021,29.3,Tube well,1.81,Medium,3.409,0.679
149.6,90.7,14.2,39.1,34.7,1017.6,Peaty,Bihar,Rabi,Cereal,Maize,1.729,357.8,Rainfed,4.77,Low,5.273,3.05
36.7,108.5,299.8,14.8,59.4,887.3,Chalky,Gujarat,Kharif,Pulse,Chana,7.325,23.6,Canal,3.495,Medium,4.534,0.619
111.1,142.5,205.4,28.9,65.9,134.9,Sandy,Bihar,Summer,Vegetable,Onion,7.816,271.4,Rainfed,5.272,High,167.458,21.425
221.2,133.8,254.9,31.9,25.4,293.6,Silt,Tamil Nadu,Kharif,Oilseed,Soybean,3.586,76.2,Drip,3.761,High,9.406,2.623
127.2,16.1,69.5,13.3,47.2,332.1,Silt,Tamil Nadu,Rabi,Oilseed,Mustard,2.511,156.4,Drip,0.432,High,2.564,1.021
199.9,7.1,295.8,23.9,93.5,364.0,Chalky,Maharashtra,Kharif,Pulse,Chana,1.133,83.2,Drip,5.976,Low,0.841,0.742
87.3,9.3,6.3,12.5,72.2,919.7,Loam,Odisha,Rabi,Oilseed,Sesame,4.062,18.2,Tube well,3.403,Medium,1.706,0.42
13.2,100.0,96.0,25.0,39.4,405.2,Loam,Tamil Nadu,Summer,Pulse,Masoor,2.878,256.2,Drip,0.099,Medium,2.311,0.803
181.9,67.2,179.6,26.5,36.9,660.8,Sandy,Tamil Nadu,Kharif,Cash,Sugarcane,3.099,23.9,Canal,2.156,High,162.601,52.469
201.1,36.7,137.6,13.3,33.4,993.8,Loam,Tamil Nadu,Rabi,Pulse,Urad,9.866,127.6,Rainfed,3.517,High,4.223,0.428
216.6,60.0,248.5,24.1,24.3,89.5,Peaty,Punjab,Rabi,Cereal,Maize,4.536,163.9,Tube well,3.808,High,31.271,6.894
173.9,119.1,252.8,10.4,26.7,355.7,Loam,Rajasthan,Rabi,Oilseed,Sesame,3.971,86.0,Canal,4.811,Medium,2.466,0.621
92.1,82.5,30.9,37.0,58.1,1161.1,Loam,Odisha,Rabi,Cereal,Barley,1.528,260.9,Rainfed,3.078,Medium,3.42,2.238
217.9,113.4,218.4,39.9,43.3,1057.1,Chalky,Tamil Nadu,Kharif,Fiber,Cotton,0.116,230.4,Tube well,1.899,High,0.189,1.63
192.2,134.4,198.0,39.1,74.3,949.7,Chalky,Punjab,Summer,Fiber,Cotton,9.209,251.8,Rainfed,3.649,Medium,12.939,1.405
70.0,98.1,255.2,26.4,80.1,255.2,Chalky,Karnataka,Summer,Pulse,Chana,1.323,227.6,Canal,1.78,High,1.601,1.21
182.1,27.4,85.7,37.8,53.8,996.1,Clay,Haryana,Rabi,Vegetable,Potato,9.358,360.8,Tube well,1.986,Medium,237.899,25.422
78.3,29.5,279.7,26.2,73.3,1151.2,Peaty,Maharashtra,Kharif,Oilseed,Groundnut,5.813,348.5,Tube well,1.635,Medium,14.265,2.454
213.7,39.1,23.2,37.7,29.1,765.4,Clay,Haryana,Summer,Cereal,Barley,2.849,160.6,Drip,1.931,High,6.866,2.41
142.4,12.7,281.3,21.6,34.8,116.4,Clay,Punjab,Summer,Oilseed,Sesame,0.765,131.4,Canal,5.06,High,0.578,0.756
7.9,131.0,265.5,39.4,57.9,1146.4,Loam,Rajasthan,Kharif,Pulse,Urad,5.209,368.0,Drip,1.083,High,2.849,0.547
204.6,65.0,70.4,39.0,48.2,1.2,Sandy,Bihar,Kharif,Cereal,Rice,9.414,163.4,Drip,1.111,High,35.952,3.819
16.3,40.7,0.4,37.8,93.1,849.5,Peaty,Karnataka,Rabi,Pulse,Moong,6.558,98.1,Rainfed,1.006,Low,1.928,0.294
1.7,0.2,22.1,24.9,71.6,593.7,Peaty,Tamil Nadu,Kharif,Oilseed,Groundnut,0.839,237.6,Canal,5.125,High,1.165,1.388
95.6,149.5,249.1,32.1,76.0,514.0,Clay,Bihar,Rabi,Cereal,Barley,9.613,234.3,Tube well,4.622,Medium,35.424,3.685
41.5,124.3,126.8,12.8,57.1,1047.8,Peaty,Haryana,Kharif,Pulse,Chana,2.336,15.3,Canal,5.502,Low,1.238,0.53
58.4,148.7,199.7,34.6,82.5,426.0,Sandy,Bihar,Summer,Pulse,Chana,4.046,241.2,Canal,1.422,Medium,3.354,0.829
97.0,27.4,205.9,27.9,33.9,158.4,Loam,Karnataka,Kharif,Pulse,Moong,5.606,373.9,Rainfed,3.141,Medium,3.778,0.674
17.8,3.3,207.1,20.6,48.2,232.9,Sandy,Tamil Nadu,Kharif,Oilseed,Soybean,0.621,117.2,Tube well,2.329,High,0.961,1.548
91.0,56.5,4.4,39.3,68.4,307.3,Clay,Odisha,Kharif,Oilseed,Groundnut,7.629,63.9,Drip,4.605,Medium,9.323,1.222
64.1,39.8,24.0,13.0,57.5,522.8,Chalky,Maharashtra,Kharif,Pulse,Moong,2.229,150.1,Rainfed,3.35,Low,0.84,0.377
39.5,148.5,88.9,35.8,68.8,273.1,Peaty,Gujarat,Rabi,Fiber,Cotton,9.914,12.6,Tube well,5.134,Low,9.874,0.996
161.6,5.9,219.4,16.1,35.3,123.1,Sandy,Punjab,Summer,Cereal,Maize,1.362,98.4,Drip,4.457,Medium,4.644,3.41
183.3,16.0,150.8,33.9,20.9,195.2,Chalky,Rajasthan,Rabi,Vegetable,Potato,5.584,19.8,Canal,2.564,Medium,78.142,13.994
138.9,10.6,150.1,40.0,70.7,194.9,Sandy,Tamil Nadu,Kharif,Oilseed,Sesame,8.291,278.4,Tube well,2.312,Low,4.461,0.538
103.3,126.2,87.7,22.7,63.5,1128.4,Silt,Punjab,Rabi,Cereal,Rice,4.032,95.4,Tube well,5.052,Medium,19.027,4.719
146.2,63.6,214.3,35.0,72.8,419.6,Chalky,Gujarat,Summer,Vegetable,Potato,7.932,257.6,Canal,4.98,High,272.726,34.383
32.5,74.8,97.6,39.2,67.9,552.7,Chalky,Karnataka,Kharif,Cereal,Barley,7.443,332.4,Drip,0.658,Low,15.742,2.115
145.5,39.7,162.2,36.2,68.5,976.6,Silt,Uttar Pradesh,Kharif,Vegetable,Tomato,8.062,226.2,Drip,0.421,Medium,195.221,24.215
127.9,20.8,214.3,20.9,76.1,628.4,Chalky,Uttar Pradesh,Rabi,Cereal,Maize,7.059,325.6,Rainfed,1.065,Low,34.236,4.85
36.0,104.1,182.9,31.6,25.7,183.6,Sandy,Maharashtra,Rabi,Pulse,Chana,6.548,367.4,Rainfed,1.854,High,5.134,0.784
175.5,138.8,78.2,39.9,57.8,955.6,Peaty,Uttar Pradesh,Kharif,Cereal,Rice,4.917,74.3,Rainfed,1.45,Medium,14.982,3.047
180.9,124.5,167.4,8.5,82.6,821.2,Sandy,Punjab,Kharif,Vegetable,Onion,2.113,100.8,Rainfed,2.665,Medium,26.607,12.592
136.4,110.6,109.3,22.1,82.3,1148.4,Sandy,Uttar Pradesh,Rabi,Cereal,Rice,3.488,12.5,Canal,4.131,Medium,10.227,2.932
61.7,57.1,12.9,19.0,37.5,318.8,Silt,Karnataka,Rabi,Vegetable,Onion,2.476,131.7,Canal,1.138,Medium,37.499,15.145
239.1,139.3,55.3,27.9,47.2,191.8,Clay,Bihar,Kharif,Fiber,Cotton,7.306,7.1,Rainfed,1.356,Medium,6.553,0.897
201.5,138.9,211.7,39.0,89.8,758.6,Loam,Rajasthan,Summer,Oilseed,Soybean,4.894,190.1,Drip,5.697,High,14.79,3.022
62.0,97.9,148.7,14.3,79.2,180.4,Loam,Odisha,Kharif,Pulse,Chana,3.649,318.6,Drip,3.693,Medium,3.853,1.056
113.0,60.0,70.7,34.3,22.9,966.5,Clay,Haryana,Rabi,Vegetable,Onion,7.297,162.6,Rainfed,1.941,Medium,92.774,12.714
66.7,107.6,15.6,24.4,36.2,567.7,Loam,Bihar,Summer,Fiber,Cotton,6.245,278.9,Rainfed,1.174,High,11.322,1.813
151.4,83.9,131.2,20.2,64.3,1165.9,Chalky,Bihar,Rabi,Cereal,Wheat,5.321,93.4,Rainfed,5.758,Medium,13.015,2.446
229.7,52.1,96.3,34.2,55.1,208.3,Clay,Odisha,Summer,Oilseed,Groundnut,0.221,115.2,Canal,5.879,Medium,0.432,1.954
121.0,82.7,112.9,35.1,33.8,910.5,Peaty,Bihar,Rabi,Vegetable,Onion,9.006,298.1,Rainfed,3.175,Medium,154.039,17.104
20.6,30.0,84.4,30.9,45.9,285.3,Chalky,Maharashtra,Rabi,Cereal,Maize,6.65,183.6,Rainfed,2.037,Low,18.334,2.757
191.6,100.2,293.4,10.1,26.4,423.0,Chalky,Haryana,Kharif,Oilseed,Soybean,3.614,30.2,Canal,0.195,Medium,4.709,1.303
195.4,136.4,243.5,35.8,50.3,547.9,Silt,Odisha,Summer,Vegetable,Onion,9.893,23.7,Drip,5.994,High,177.945,17.987
213.6,79.6,94.2,34.7,71.3,336.0,Peaty,Rajasthan,Kharif,Pulse,Urad,3.549,226.4,Tube well,5.485,Medium,2.435,0.686
147.7,48.3,161.2,16.9,47.0,896.7,Chalky,Punjab,Kharif,Cereal,Wheat,6.725,66.6,Tube well,4.199,Medium,17.465,2.597
223.3,144.4,169.8,27.3,36.6,427.5,Peaty,Karnataka,Summer,Cereal,Maize,1.041,96.1,Canal,1.978,Medium,6.772,6.505
184.0,95.6,64.3,37.1,58.8,495.2,Loam,Gujarat,Summer,Fiber,Cotton,8.348,356.7,Rainfed,4.022,Medium,15.327,1.836
188.0,78.1,232.1,17.1,72.6,666.4,Loam,Punjab,Rabi,Pulse,Chana,7.136,284.2,Rainfed,3.13,High,9.791,1.372
91.3,60.9,259.7,21.3,92.2,716.8,Loam,Haryana,Rabi,Cereal,Rice,2.018,22.4,Tube well,1.974,Low,6.387,3.165
140.9,82.2,183.8,10.5,46.8,744.9,Chalky,Karnataka,Kharif,Pulse,Moong,6.733,190.0,Canal,4.988,Medium,4.262,0.633
203.4,74.4,259.8,20.1,41.6,781.4,Chalky,Tamil Nadu,Summer,Vegetable,Tomato,1.524,293.8,Canal,4.431,Medium,43.617,28.62
74.8,122.3,176.9,20.9,49.2,664.2,Clay,Karnataka,Kharif,Vegetable,Brinjal,9.976,217.8,Drip,5.882,Medium,146.378,14.673
160.2,134.5,170.4,34.9,91.5,668.6,Clay,Karnataka,Kharif,Fiber,Cotton,0.787,129.3,Canal,3.731,High,1.484,1.886
234.6,117.8,154.9,8.4,47.2,688.6,Peaty,Odisha,Rabi,Cereal,Wheat,4.864,30.9,Rainfed,1.302,High,9.47,1.947
204.2,49.0,119.6,24.4,73.8,1123.6,Peaty,Uttar Pradesh,Kharif,Pulse,Masoor,9.481,326.5,Canal,0.986,Low,9.064,0.956
179.9,91.5,167.4,17.5,81.1,215.6,Sandy,Uttar Pradesh,Rabi,Pulse,Masoor,6.549,139.4,Rainfed,3.84,Low,3.235,0.494
55.2,139.0,285.3,27.8,42.1,693.2,Chalky,Karnataka,Rabi,Pulse,Moong,3.334,127.3,Canal,0.615,Medium,1.944,0.583
120.6,140.3,263.0,10.1,42.1,1192.5,Chalky,Punjab,Rabi,Oilseed,Soybean,6.465,198.5,Rainfed,1.896,Medium,10.596,1.639
120.2,136.4,143.0,21.9,29.3,1144.6,Clay,Maharashtra,Rabi,Cash,Sugarcane,7.338,92.2,Tube well,5.25,Low,363.407,49.524
165.9,46.5,51.0,33.5,42.8,940.6,Loam,Karnataka,Rabi,Vegetable,Tomato,4.866,70.7,Rainfed,5.857,Medium,78.815,16.197
82.4,97.2,125.5,14.6,41.1,356.2,Silt,Maharashtra,Summer,Cereal,Barley,3.187,73.2,Drip,2.805,Medium,7.117,2.233
128.8,83.3,209.9,26.9,56.8,944.7,Clay,Gujarat,Rabi,Cereal,Rice,9.857,363.0,Drip,0.102,High,63.755,6.468
13.2,70.5,37.9,21.4,78.9,1186.7,Chalky,Uttar Pradesh,Summer,Cash,Sugarcane,4.754,226.8,Rainfed,4.972,Medium,197.4,41.523
18.7,148.8,100.6,22.8,44.5,1021.0,Peaty,Uttar Pradesh,Kharif,Oilseed,Soybean,1.904,393.1,Drip,2.38,Medium,5.287,2.777
52.4,52.0,247.1,20.1,94.2,288.3,Peaty,Rajasthan,Rabi,Vegetable,Brinjal,7.42,177.3,Canal,0.306,Low,60.532,8.158
183.1,34.5,138.0,17.2,50.8,562.5,Peaty,Odisha,Kharif,Pulse,Chana,3.225,34.5,Canal,1.176,High,3.044,0.944
80.6,83.9,144.8,12.2,55.9,813.8,Loam,Karnataka,Rabi,Oilseed,Sesame,1.998,374.4,Drip,1.281,Medium,1.768,0.885
13.5,12.7,111.4,16.9,83.0,89.2,Peaty,Bihar,Kharif,Oilseed,Mustard,5.983,156.4,Drip,1.482,High,5.121,0.856
152.5,110.2,200.0,39.7,77.8,1137.7,Chalky,Rajasthan,Rabi,Cash,Sugarcane,2.476,38.7,Rainfed,5.862,High,105.876,42.761
145.2,0.3,85.9,38.3,81.2,413.0,Sandy,Haryana,Rabi,Cereal,Maize,4.302,230.0,Rainfed,4.246,Low,12.807,2.977
221.6,26.4,17.4,9.4,94.9,616.5,Chalky,Odisha,Kharif,Oilseed,Mustard,6.208,184.2,Canal,4.851,High,5.569,0.897
178.6,147.6,272.2,12.0,85.1,743.1,Clay,Punjab,Kharif,Fiber,Cotton,6.287,68.7,Canal,1.963,High,10.814,1.72
28.8,21.2,35.3,35.0,28.6,264.0,Silt,Karnataka,Rabi,Vegetable,Potato,2.884,321.0,Tube well,4.352,High,56.979,19.757
189.0,5.4,214.3,13.6,83.8,345.7,Chalky,Punjab,Summer,Fiber,Cotton,5.555,17.3,Rainfed,4.62,Medium,4.5,0.81
149.9,34.7,149.0,20.7,47.5,423.1,Sandy,Tamil Nadu,Kharif,Vegetable,Potato,2.84,234.9,Rainfed,0.674,High,78.205,27.537
95.4,38.4,228.2,10.9,67.5,879.2,Chalky,Maharashtra,Rabi,Pulse,Urad,6.82,99.1,Tube well,1.52,Medium,2.653,0.389
197.0,14.0,218.2,10.2,43.6,970.6,Loam,Rajasthan,Rabi,Pulse,Moong,4.487,297.2,Canal,0.541,High,3.033,0.676
218.6,41.6,188.5,27.6,68.2,897.8,Peaty,Maharashtra,Summer,Vegetable,Brinjal,1.259,231.0,Tube well,0.778,High,21.584,17.144
81.9,73.3,22.6,34.2,28.4,1057.6,Loam,Gujarat,Rabi,Cereal,Wheat,2.469,55.3,Canal,5.755,Medium,4.286,1.736
174.0,63.3,84.8,13.3,89.9,23.1,Loam,Karnataka,Kharif,Pulse,Urad,8.275,56.9,Tube well,1.226,Medium,2.615,0.316
139.3,12.1,128.4,26.5,41.4,286.1,Clay,Maharashtra,Rabi,Cereal,Wheat,5.094,369.7,Drip,1.219,Medium,18.165,3.566
21.3,48.1,7.0,30.8,28.6,858.5,Loam,Haryana,Summer,Fiber,Cotton,1.02,346.0,Rainfed,4.841,Medium,1.09,1.069
190.9,102.6,290.2,39.0,81.1,734.1,Peaty,Gujarat,Kharif,Pulse,Chana,3.047,242.7,Drip,4.636,Medium,3.784,1.242
206.8,64.0,63.1,39.9,77.5,1150.2,Chalky,Odisha,Rabi,Cereal,Barley,5.409,383.8,Canal,5.027,Medium,13.766,2.545
181.8,43.9,297.7,18.9,66.0,372.8,Clay,Haryana,Rabi,Vegetable,Onion,7.092,104.7,Drip,0.094,Low,127.535,17.983
166.1,20.2,64.2,16.0,71.8,344.6,Clay,Tamil Nadu,Rabi,Pulse,Urad,4.018,70.3,Rainfed,4.871,Low,1.266,0.315
143.0,55.5,210.3,27.8,83.1,1164.8,Chalky,Bihar,Rabi,Vegetable,Onion,7.292,394.5,Drip,3.104,Medium,173.469,23.789
121.0,116.6,148.7,13.6,52.1,872.8,Chalky,Rajasthan,Rabi,Oilseed,Soybean,5.611,300.2,Drip,3.001,Low,13.102,2.335
179.6,61.7,86.3,18.3,57.6,780.5,Chalky,Gujarat,Summer,Vegetable,Tomato,8.058,28.7,Rainfed,4.42,Medium,114.15,14.166
31.5,73.5,218.3,26.6,26.5,655.7,Peaty,Tamil Nadu,Kharif,Cash,Sugarcane,7.301,187.1,Canal,3.013,High,566.514,77.594
1.1,111.9,168.4,9.4,94.2,216.1,Loam,Gujarat,Kharif,Oilseed,Sesame,4.708,221.6,Rainfed,3.056,Medium,1.954,0.415
60.2,21.4,198.2,22.1,63.9,983.7,Chalky,Bihar,Rabi,Cereal,Maize,6.695,141.4,Tube well,5.065,High,39.922,5.963
1.5,132.7,162.3,17.7,23.8,666.7,Clay,Maharashtra,Kharif,Fiber,Cotton,8.621,340.9,Tube well,1.031,Medium,11.862,1.376
112.3,131.6,24.1,11.0,21.6,445.6,Peaty,Punjab,Rabi,Oilseed,Sesame,9.957,371.8,Canal,2.396,Medium,6.631,0.666
140.4,61.6,291.3,11.5,63.6,238.8,Chalky,Odisha,Kharif,Vegetable,Onion,0.192,155.2,Rainfed,4.761,High,3.24,16.873
146.6,107.3,184.3,19.0,60.2,45.2,Chalky,Gujarat,Summer,Vegetable,Onion,1.717,13.0,Tube well,4.441,Medium,21.918,12.765
199.5,73.9,230.8,11.9,54.3,1172.0,Peaty,Rajasthan,Summer,Pulse,Moong,8.476,325.1,Drip,4.999,Medium,7.154,0.844
221.8,12.8,58.3,29.5,80.7,788.9,Sandy,Gujarat,Rabi,Vegetable,Potato,2.719,7.0,Tube well,5.801,Medium,40.809,15.009
226.0,18.7,182.1,12.2,27.0,933.8,Chalky,Odisha,Kharif,Pulse,Urad,2.424,330.9,Tube well,0.699,Medium,0.972,0.401
2.5,7.1,203.1,15.2,42.6,922.1,Sandy,Haryana,Kharif,Vegetable,Potato,4.34,202.6,Tube well,0.194,Medium,50.596,11.658
115.1,5.9,133.3,21.0,62.8,184.8,Chalky,Maharashtra,Kharif,Fiber,Cotton,9.259,186.3,Tube well,0.334,Medium,12.685,1.37
91.4,145.2,99.7,33.9,54.8,1175.4,Loam,Haryana,Kharif,Vegetable,Tomato,1.863,146.4,Tube well,0.603,Medium,42.13,22.614
19.0,22.6,204.0,25.6,39.1,1068.4,Peaty,Gujarat,Kharif,Oilseed,Groundnut,2.751,312.8,Drip,1.199,Low,4.182,1.52
74.0,22.1,288.9,29.3,81.8,812.9,Silt,Karnataka,Kharif,Oilseed,Groundnut,8.376,312.4,Rainfed,1.106,Medium,15.646,1.868
41.0,111.8,186.6,20.4,67.3,780.2,Silt,Tamil Nadu,Summer,Vegetable,Potato,7.877,369.3,Drip,4.409,Medium,289.346,36.733
212.0,90.7,186.7,18.7,77.0,541.9,Peaty,Odisha,Kharif,Pulse,Urad,6.35,336.8,Tube well,1.297,Low,4.407,0.694
224.7,129.1,97.5,31.2,58.8,781.0,Sandy,Tamil Nadu,Summer,Pulse,Moong,7.551,270.6,Tube well,2.066,Medium,5.988,0.793
217.5,110.1,60.8,20.1,80.7,652.5,Chalky,Uttar Pradesh,Summer,Oilseed,Groundnut,2.801,72.6,Tube well,4.251,High,6.073,2.168
5.6,104.4,264.1,28.3,33.2,242.6,Loam,Bihar,Kharif,Oilseed,Mustard,6.623,0.7,Rainfed,2.62,Low,2.563,0.387
205.3,94.3,16.7,26.6,63.5,635.0,Sandy,Gujarat,Rabi,Cereal,Maize,5.77,179.5,Rainfed,0.623,Low,26.323,4.562
235.2,22.9,203.4,39.3,45.0,929.3,Silt,Odisha,Rabi,Vegetable,Onion,8.174,233.5,Canal,4.23,High,182.689,22.35
210.9,108.2,175.9,16.3,54.9,129.8,Clay,Tamil Nadu,Rabi,Cash,Sugarcane,0.244,126.2,Drip,5.026,Medium,18.625,76.331
161.2,94.1,209.3,8.6,85.7,717.4,Chalky,Bihar,Summer,Pulse,Chana,0.391,299.0,Drip,5.806,High,0.421,1.076
241.6,84.4,256.4,24.7,93.2,994.1,Sandy,Maharashtra,Rabi,Cash,Sugarcane,5.289,161.2,Tube well,5.465,Low,330.102,62.413
170.0,112.1,237.1,15.9,35.5,358.3,Peaty,Maharashtra,Kharif,Cash,Sugarcane,8.242,284.0,Tube well,2.527,High,735.681,89.26
224.3,18.8,141.3,38.9,93.7,433.5,Sandy,Rajasthan,Kharif,Oilseed,Sesame,5.569,296.7,Drip,3.238,Medium,3.631,0.652
123.3,111.3,115.8,31.1,73.9,871.6,Loam,Rajasthan,Kharif,Fiber,Cotton,3.637,94.5,Rainfed,4.95,High,6.336,1.742
181.6,131.2,118.5,16.8,28.2,377.2,Silt,Odisha,Kharif,Oilseed,Sesame,6.951,271.9,Rainfed,2.153,High,5.853,0.842
82.5,27.2,146.2,27.0,62.3,245.2,Loam,Haryana,Kharif,Cash,Sugarcane,6.234,375.4,Tube well,2.83,Medium,539.129,86.482
167.4,104.9,215.8,12.9,76.3,192.8,Clay,Punjab,Summer,Vegetable,Onion,0.379,140.5,Tube well,4.456,Medium,7.55,19.92
198.7,133.8,234.2,35.7,63.5,792.8,Silt,Rajasthan,Kharif,Vegetable,Brinjal,2.566,154.3,Tube well,0.998,Medium,34.59,13.48
7.6,18.7,116.7,18.6,45.3,328.2,Sandy,Uttar Pradesh,Summer,Cereal,Wheat,1.457,25.8,Rainfed,1.793,Medium,1.853,1.272
60.7,107.4,120.9,37.5,43.5,589.2,Loam,Bihar,Summer,Oilseed,Groundnut,7.853,368.1,Canal,5.727,Medium,16.986,2.163
91.2,97.6,291.8,20.3,35.8,1012.4,Sandy,Rajasthan,Kharif,Cereal,Wheat,4.521,327.8,Tube well,0.363,Medium,12.74,2.818
126.8,33.1,258.0,9.2,65.1,1015.9,Loam,Punjab,Summer,Cereal,Maize,0.487,197.1,Rainfed,4.571,Medium,2.208,4.533
176.2,44.1,69.1,18.3,33.7,1164.0,Sandy,Tamil Nadu,Kharif,Cereal,Maize,7.711,131.8,Rainfed,3.953,Low,26.233,3.402
14.7,145.8,136.5,32.7,75.3,762.5,Silt,Bihar,Rabi,Cereal,Rice,7.403,147.1,Canal,2.157,Medium,30.959,4.182
29.7,57.1,281.5,27.9,72.7,872.3,Loam,Tamil Nadu,Kharif,Oilseed,Sesame,4.063,41.9,Rainfed,3.129,High,2.442,0.601
99.8,144.5,29.8,33.3,49.2,1045.7,Loam,Odisha,Rabi,Vegetable,Brinjal,0.058,21.5,Rainfed,0.905,Medium,0.365,6.285
83.4,47.0,286.3,29.6,81.3,883.0,Clay,Karnataka,Kharif,Oilseed,Sesame,0.554,357.4,Rainfed,4.709,Low,0.332,0.599
37.8,13.3,291.2,27.9,75.0,795.8,Clay,Bihar,Rabi,Pulse,Moong,2.636,341.0,Drip,3.502,Medium,1.916,0.727
197.5,121.4,25.9,16.3,51.7,293.7,Silt,Bihar,Summer,Cash,Sugarcane,9.422,385.3,Canal,5.785,High,866.692,91.986
59.7,131.4,75.8,27.9,75.3,599.6,Silt,Bihar,Summer,Oilseed,Groundnut,0.213,262.1,Rainfed,3.178,Medium,0.477,2.239
91.0,32.1,6.1,38.0,82.0,959.0,Peaty,Uttar Pradesh,Rabi,Vegetable,Tomato,4.225,248.3,Drip,4.968,High,80.93,19.155
163.9,64.2,267.0,31.8,22.0,313.8,Silt,Odisha,Summer,Pulse,Urad,1.133,178.5,Drip,0.898,Medium,0.68,0.6
158.1,50.0,39.8,12.9,74.8,190.4,Chalky,Odisha,Summer,Vegetable,Onion,5.863,158.4,Canal,0.873,Medium,105.528,17.999
5.8,135.8,86.2,22.9,41.9,599.8,Clay,Rajasthan,Rabi,Oilseed,Mustard,8.312,108.7,Canal,2.562,Low,6.433,0.774
168.4,43.3,278.3,34.1,38.3,1039.1,Clay,Haryana,Summer,Cereal,Barley,1.847,326.2,Drip,4.524,Medium,5.596,3.03
249.3,103.4,115.4,10.8,74.7,942.4,Sandy,Odisha,Kharif,Cereal,Wheat,3.832,6.5,Rainfed,4.376,Medium,6.02,1.571
21.1,98.6,116.0,11.6,82.7,161.5,Sandy,Tamil Nadu,Kharif,Pulse,Chana,3.192,179.1,Tube well,4.93,High,2.48,0.777
167.8,47.6,96.2,11.2,29.2,302.5,Loam,Karnataka,Summer,Pulse,Masoor,3.339,102.6,Tube well,0.076,Medium,1.803,0.54
158.0,57.8,274.8,17.7,36.9,1114.9,Clay,Maharashtra,Rabi,Pulse,Chana,7.261,236.9,Rainfed,2.272,Medium,6.15,0.847
41.0,53.1,295.9,24.2,34.2,1056.7,Clay,Karnataka,Kharif,Vegetable,Brinjal,1.116,149.2,Canal,4.839,Low,9.622,8.622
209.7,51.1,258.9,27.5,59.2,1032.9,Peaty,Punjab,Summer,Pulse,Moong,5.222,303.4,Canal,5.269,Medium,5.248,1.005
110.6,54.5,71.6,18.9,66.2,297.7,Sandy,Haryana,Summer,Pulse,Moong,1.182,87.2,Canal,4.753,Low,0.559,0.473
89.8,44.6,193.5,13.0,47.2,739.4,Silt,Karnataka,Kharif,Pulse,Masoor,8.634,121.1,Tube well,3.07,High,6.691,0.775
240.7,106.6,134.1,17.0,52.2,546.0,Peaty,Maharashtra,Rabi,Vegetable,Tomato,5.743,138.5,Tube well,5.248,Medium,158.748,27.642
111.6,69.9,250.6,12.6,25.9,818.8,Chalky,Rajasthan,Rabi,Cereal,Rice,5.907,248.4,Canal,4.073,Medium,23.25,3.936
98.2,17.3,250.2,28.6,32.3,962.1,Peaty,Gujarat,Summer,Cereal,Maize,8.243,237.5,Drip,4.739,High,53.324,6.469
5.6,130.3,166.9,25.5,50.3,388.9,Clay,Bihar,Summer,Cash,Sugarcane,3.086,362.4,Canal,2.964,High,238.273,77.211
195.3,76.2,261.2,13.1,91.7,55.3,Loam,Haryana,Rabi,Pulse,Masoor,9.026,11.5,Rainfed,5.082,Medium,3.926,0.435
247.5,34.1,84.6,23.5,67.4,146.4,Silt,Tamil Nadu,Rabi,Fiber,Cotton,1.523,159.8,Tube well,0.944,High,3.555,2.334
165.4,141.3,183.4,26.3,75.2,1017.4,Chalky,Haryana,Rabi,Oilseed,Groundnut,7.967,0.1,Canal,0.81,High,12.652,1.588
93.8,14.6,286.9,16.7,60.4,847.8,Chalky,Uttar Pradesh,Summer,Pulse,Chana,3.779,241.8,Rainfed,0.522,Medium,2.774,0.734
4.9,38.8,112.1,13.8,54.1,1119.6,Sandy,Uttar Pradesh,Rabi,Oilseed,Groundnut,1.017,125.9,Rainfed,3.108,Low,0.697,0.685
125.8,51.5,261.5,35.0,32.7,964.5,Peaty,Odisha,Rabi,Oilseed,Mustard,5.832,16.1,Canal,1.818,Medium,3.966,0.68
157.7,63.8,181.2,17.8,51.4,454.2,Clay,Odisha,Rabi,Vegetable,Onion,6.961,248.7,Drip,1.904,Medium,177.123,25.445
96.1,108.6,163.1,21.3,36.1,638.9,Clay,Haryana,Kharif,Oilseed,Groundnut,8.178,343.2,Rainfed,0.586,Medium,15.146,1.852
243.6,138.5,167.0,39.9,72.7,639.6,Silt,Rajasthan,Kharif,Pulse,Chana,0.737,340.8,Tube well,2.326,High,1.091,1.481
23.4,63.5,265.1,22.3,48.4,118.3,Silt,Bihar,Summer,Pulse,Masoor,0.136,322.8,Tube well,0.602,High,0.119,0.878
